Group_id,Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,1714732990029,-2.33,-4.84,11.98,-2.78,0.43,-1.38
1,1714732990062,-3.74,-5.15,12.18,-2.61,1.67,-1.24
1,1714732990095,-6.09,-6.98,13.15,-2.61,2.01,-0.96
2,1714732993133,-5.54,-7.19,10.31,3.57,-3.10,1.31
2,1714732993166,-2.93,-6.08,9.90,3.94,-2.86,1.01
2,1714732993198,-3.98,-5.46,11.71,3.95,-2.05,1.00
2,1714732993232,-4.31,-7.22,11.26,4.33,-2.44,0.94
2,1714732993265,-1.84,-5.07,7.75,4.37,-2.69,0.87
2,1714732993298,-2.64,-3.07,5.96,4.37,-1.73,0.89
2,1714732993332,-0.81,-2.76,2.28,4.37,-1.43,1.10
2,1714732993365,-0.10,-0.44,0.88,4.37,-1.53,1.47
2,1714732993398,1.87,-0.45,-0.79,4.37,-1.32,1.49
2,1714732993430,3.03,2.03,-2.33,3.99,-0.89,1.32
2,1714732993463,2.84,3.43,-2.56,3.11,-1.21,1.21
2,1714732993496,5.73,4.99,-3.09,2.28,-1.27,1.07
2,1714732993529,6.42,5.83,-3.83,1.61,-0.42,0.71
2,1714732993563,6.44,7.16,-3.35,0.89,-0.01,0.41
2,1714732993596,6.34,8.09,-1.85,0.27,-0.21,0.26
2,1714732993629,7.55,8.35,-0.85,-0.13,0.02,0.01
2,1714732993662,7.48,8.58,0.05,-0.28,0.46,-0.30
2,1714732993695,6.54,8.53,1.45,-0.33,0.56,-0.52
2,1714732993728,6.38,8.40,2.42,-0.45,0.23,-0.64
2,1714732993761,7.18,8.60,2.05,-0.39,0.52,-0.82
2,1714732993794,5.84,8.32,1.64,-0.40,0.92,-1.04
2,1714732993827,4.28,7.97,1.60,-0.64,1.00,-1.12
2,1714732993859,4.05,7.48,2.02,-0.95,0.89,-1.18
2,1714732993893,3.94,6.53,1.79,-1.17,0.96,-1.33
2,1714732993926,2.60,6.33,1.18,-1.52,1.29,-1.46
2,1714732993959,1.17,5.77,3.11,-2.13,1.27,-1.55
2,1714732993993,0.78,4.19,3.92,-2.50,1.03,-1.52
2,1714732994025,-0.08,3.79,5.29,-2.78,0.88,-1.39
2,1714732994059,-0.53,2.19,7.04,-3.09,0.71,-1.36
2,1714732994092,-0.57,-0.39,7.88,-3.02,0.76,-1.43
2,1714732994125,-1.88,0.76,8.94,-2.96,0.65,-1.40
2,1714732994158,-1.63,0.05,10.06,-2.94,0.34,-1.36
2,1714732994191,-1.76,-0.69,10.11,-2.71,0.67,-1.29
2,1714732994224,-3.13,-0.02,10.82,-2.52,0.99,-1.34
2,1714732994258,-2.92,-0.42,12.03,-2.46,0.52,-1.14
2,1714732994289,-2.26,-1.92,11.91,-2.33,0.58,-1.14
2,1714732994322,-2.43,-1.95,11.44,-1.84,1.60,-1.32
2,1714732994356,-5.52,-1.36,12.40,-2.07,0.90,-1.06
2,1714732994389,-2.93,-3.34,12.64,-2.06,0.30,-1.06
2,1714732994423,-2.59,-3.25,11.86,-1.83,0.70,-1.12
2,1714732994457,-4.03,-3.51,12.43,-1.92,0.67,-1.02
2,1714732994490,-4.06,-5.37,12.93,-1.71,0.05,-0.83
2,1714732994523,-2.20,-5.65,12.89,-1.38,-0.01,-0.84
2,1714732994555,-1.64,-5.21,12.77,-1.01,0.73,-0.89
2,1714732994589,-3.96,-5.74,12.39,-0.77,0.84,-0.79
2,1714732994623,-4.07,-6.16,11.16,-0.57,0.43,-0.73
2,1714732994656,-3.61,-5.58,10.04,-0.44,0.49,-0.66
2,1714732994689,-3.77,-5.76,9.70,-0.48,0.48,-0.60
2,1714732994721,-3.59,-5.95,9.45,-0.39,-0.06,-0.58
2,1714732994754,-2.37,-5.96,8.93,-0.29,0.01,-0.55
2,1714732994787,-2.82,-6.28,8.34,-0.28,0.46,-0.54
2,1714732994819,-4.07,-5.86,8.63,-0.38,0.22,-0.48
2,1714732994852,-2.66,-6.11,8.66,-0.38,-0.08,-0.47
2,1714732994885,-1.95,-6.65,8.47,-0.27,0.05,-0.52
2,1714732994918,-2.43,-6.63,8.04,-0.22,0.40,-0.53
2,1714732994952,-3.66,-6.65,8.25,-0.22,0.18,-0.49
2,1714732994985,-2.98,-6.79,8.38,-0.16,-0.05,-0.40
2,1714732995019,-2.44,-7.13,8.35,-0.03,0.13,-0.34
2,1714732995052,-2.72,-7.13,8.14,0.09,0.15,-0.31
2,1714732995085,-2.45,-7.19,7.54,0.17,0.16,-0.25
2,1714732995118,-2.05,-6.99,7.29,0.20,0.21,-0.22
2,1714732995151,-1.67,-6.88,7.03,0.20,0.31,-0.23
2,1714732995183,-1.59,-7.18,7.20,0.12,0.29,-0.30
2,1714732995216,-1.44,-7.17,7.14,0.15,0.35,-0.31
3,1714732998257,-3.27,-7.39,6.91,0.17,-0.03,-0.04
3,1714732998290,-3.34,-7.40,7.22,0.20,-0.08,-0.04
3,1714732998323,-3.34,-7.49,7.56,0.23,-0.07,-0.00
3,1714732998357,-3.47,-7.49,8.59,0.31,-0.10,0.03
3,1714732998390,-4.14,-7.77,9.45,0.34,-0.20,0.12
3,1714732998422,-3.86,-8.09,10.74,0.60,-0.36,0.32
3,1714732998455,-6.02,-8.66,12.37,0.98,-0.47,0.56
3,1714732998489,-5.31,-8.94,13.56,1.37,-0.67,0.76
3,1714732998522,-5.60,-9.21,15.43,2.10,-0.55,1.08
3,1714732998555,-7.23,-9.89,15.05,3.00,-0.67,1.38
3,1714732998588,-7.52,-9.64,15.23,3.52,-0.85,1.72
3,1714732998622,-6.76,-9.98,13.59,4.31,-1.19,1.96
3,1714732998655,-5.43,-7.40,11.19,4.37,-1.25,1.88
3,1714732998688,-4.77,-6.39,9.06,4.37,-1.50,1.91
3,1714732998721,-4.41,-5.39,8.21,4.37,-1.96,1.93
3,1714732998755,-3.61,-3.98,7.64,4.37,-2.13,1.99
3,1714732998788,-2.35,-2.40,6.69,4.37,-1.38,1.95
3,1714732998821,-3.69,-1.15,5.91,4.37,-1.65,2.01
3,1714732998854,-1.53,-0.01,3.92,4.29,-1.95,2.05
3,1714732998888,1.41,1.48,4.41,3.91,-1.35,1.86
3,1714732998921,1.49,3.20,1.26,3.25,-0.71,1.62
3,1714732998954,3.58,4.02,0.46,2.55,-0.68,1.49
3,1714732998987,4.44,5.00,0.35,1.79,-0.54,1.17
3,1714732999020,5.94,5.93,0.33,1.13,-0.24,0.81
3,1714732999054,5.39,6.37,0.82,0.61,0.18,0.48
3,1714732999087,5.53,6.74,1.16,0.13,0.11,0.21
3,1714732999120,5.63,6.76,1.97,-0.27,0.05,-0.09
3,1714732999152,5.71,6.62,2.59,-0.56,0.20,-0.45
3,1714732999184,4.83,6.54,2.84,-0.73,0.48,-0.75
3,1714732999217,3.97,6.81,2.60,-1.03,0.49,-0.95
3,1714732999251,3.38,6.30,2.59,-1.48,0.57,-1.11
3,1714732999284,1.61,5.71,3.75,-1.86,0.72,-1.20
3,1714732999317,1.01,4.95,3.75,-2.28,0.50,-1.14
3,1714732999350,0.68,3.89,4.19,-2.55,1.30,-1.16
3,1714732999382,-1.09,2.88,6.65,-2.72,1.43,-1.14
3,1714732999415,-1.27,2.14,7.13,-2.98,0.91,-1.08
3,1714732999448,0.37,0.89,8.72,-3.12,0.59,-1.12
3,1714732999481,0.82,-0.34,9.26,-2.78,1.11,-1.42
3,1714732999514,-2.72,-0.27,9.73,-2.64,1.65,-1.56
3,1714732999547,-2.85,-0.97,11.05,-2.83,0.82,-1.37
3,1714732999579,-1.08,-2.32,9.99,-2.42,1.18,-1.57
3,1714732999613,-4.51,-2.75,11.06,-2.42,1.11,-1.54
3,1714732999645,-3.66,-3.33,12.22,-2.62,0.47,-1.42
3,1714732999678,-2.36,-4.57,10.65,-2.37,0.80,-1.58
3,1714732999710,-3.31,-4.43,10.78,-2.24,1.08,-1.64
3,1714732999743,-3.52,-5.33,10.91,-2.36,0.71,-1.57
3,1714732999776,-2.36,-6.48,11.22,-2.27,0.78,-1.67
3,1714732999808,-2.65,-7.70,11.75,-1.53,1.52,-1.63
3,1714732999841,-5.81,-7.25,13.34,-1.14,1.43,-1.43
3,1714732999875,-5.54,-7.88,13.21,-1.00,0.84,-1.23
3,1714732999908,-5.11,-7.81,12.29,-0.47,1.01,-0.88
3,1714732999942,-5.67,-7.19,11.61,-0.11,0.56,-0.62
3,1714732999975,-4.67,-6.79,10.12,-0.04,0.13,-0.42
3,1714733000008,-3.61,-6.70,9.22,0.03,0.14,-0.31
3,1714733000040,-3.28,-6.48,8.54,0.19,0.31,-0.25
3,1714733000072,-3.63,-6.05,7.87,0.31,0.36,-0.17
3,1714733000106,-3.64,-6.01,7.19,0.29,0.20,-0.06
3,1714733000138,-3.03,-6.08,6.74,0.22,0.18,-0.00
3,1714733000172,-3.00,-6.05,6.74,0.17,0.22,-0.01
3,1714733000205,-3.18,-6.17,6.92,0.08,0.13,-0.02
3,1714733000238,-2.95,-6.33,7.03,-0.04,-0.02,-0.04
3,1714733000272,-2.81,-6.73,7.40,-0.08,-0.02,-0.06
3,1714733000306,-2.85,-7.00,7.72,-0.01,0.03,-0.06
3,1714733000340,-2.88,-7.00,7.68,0.04,0.07,-0.02
4,1714733003404,-2.29,-6.87,6.40,0.08,-0.30,0.04
4,1714733003439,-1.80,-6.88,7.00,0.04,-0.25,0.00
4,1714733003472,-1.81,-7.24,7.08,0.05,-0.13,-0.05
4,1714733003505,-2.21,-7.50,7.23,0.05,-0.03,-0.10
4,1714733003538,-2.23,-7.75,8.02,0.09,0.12,-0.12
4,1714733003572,-3.37,-7.52,9.10,0.12,-0.04,-0.08
4,1714733003604,-2.34,-8.25,10.88,0.19,-0.05,0.09
4,1714733003638,-4.09,-8.30,12.24,0.47,0.10,0.17
4,1714733003671,-6.09,-9.22,14.01,1.05,0.20,0.50
4,1714733003704,-4.83,-10.25,15.09,1.82,-0.70,0.98
4,1714733003738,-4.19,-9.45,14.29,2.42,-0.51,1.07
4,1714733003771,-6.50,-8.83,13.63,2.47,-0.82,1.26
4,1714733003805,-4.87,-8.94,13.66,2.28,-0.91,1.39
4,1714733003838,-6.71,-10.97,15.82,3.44,-0.28,1.82
4,1714733003872,-8.15,-9.34,15.21,4.37,-1.35,2.10
4,1714733003906,-7.58,-8.60,11.98,4.37,-2.43,1.63
4,1714733003939,-5.54,-6.97,8.19,4.37,-3.09,1.78
4,1714733003972,-1.77,-3.11,5.40,4.37,-1.92,1.83
4,1714733004005,-3.28,-2.91,3.87,4.37,-1.02,1.92
4,1714733004038,-3.14,-0.04,2.52,4.37,-1.82,2.21
4,1714733004071,-0.42,0.51,0.89,4.30,-1.93,2.11
4,1714733004105,1.47,1.48,0.21,3.61,-1.16,1.90
4,1714733004137,1.82,3.30,0.33,3.01,-0.76,1.85
4,1714733004170,3.60,3.80,-0.40,2.26,-0.95,1.68
4,1714733004203,5.04,4.88,0.31,1.58,-0.71,1.30
4,1714733004236,6.52,5.30,0.29,1.10,-0.30,0.84
4,1714733004269,6.13,5.97,0.16,0.76,0.18,0.51
4,1714733004302,5.97,6.49,0.48,0.12,-0.04,0.15
4,1714733004334,6.97,6.17,0.62,-0.24,0.16,-0.19
4,1714733004367,6.15,6.25,1.32,-0.55,0.38,-0.58
4,1714733004400,4.53,6.34,2.04,-1.06,-0.01,-0.90
4,1714733004434,4.52,5.75,2.73,-1.55,-0.18,-1.14
4,1714733004467,4.39,5.20,3.19,-1.58,0.63,-1.32
4,1714733004500,2.97,5.11,1.21,-1.74,1.18,-1.41
4,1714733004534,1.25,4.43,2.68,-2.28,1.34,-1.48
4,1714733004566,1.19,2.63,4.07,-2.81,1.18,-1.58
4,1714733004599,0.21,1.95,3.65,-3.00,2.06,-1.67
4,1714733004632,-1.23,1.83,6.81,-3.71,1.67,-1.72
4,1714733004665,-0.30,-0.59,8.18,-3.65,1.31,-1.86
4,1714733004698,-2.20,-0.81,10.56,-3.53,1.86,-1.72
4,1714733004731,-3.36,-1.61,11.90,-3.83,1.23,-2.01
4,1714733004764,-5.58,-3.91,11.76,-3.01,1.72,-1.70
4,1714733004797,-6.50,-3.12,13.52,-2.75,1.12,-1.26
4,1714733004829,-5.31,-3.74,12.78,-2.48,0.87,-1.47
4,1714733004862,-5.28,-3.50,12.02,-2.62,0.46,-1.45
4,1714733004895,-3.14,-4.80,11.51,-2.68,0.15,-1.29
4,1714733004927,-3.25,-6.39,11.02,-1.98,1.06,-1.17
4,1714733004960,-5.65,-6.02,13.16,-2.04,0.55,-0.90
4,1714733004994,-2.60,-7.33,12.26,-1.94,0.01,-0.92
4,1714733005027,-4.52,-7.43,10.75,-1.43,0.95,-0.91
4,1714733005061,-7.57,-6.89,11.58,-1.45,0.16,-0.43
4,1714733005094,-5.58,-7.60,10.65,-1.18,-0.49,-0.11
4,1714733005127,-4.02,-7.74,10.36,-0.76,-0.22,0.13
4,1714733005160,-1.66,-7.97,11.47,-0.00,0.24,0.19
4,1714733005193,-1.07,-8.20,11.33,1.01,0.65,0.01
4,1714733005226,-3.37,-6.52,8.48,0.98,0.40,0.13
4,1714733005258,-4.02,-5.27,6.77,0.53,0.08,0.16
4,1714733005290,-3.32,-6.18,7.20,0.31,-0.07,0.25
4,1714733005324,-2.56,-6.31,7.66,0.41,-0.22,0.22
4,1714733005358,-1.66,-6.45,8.55,0.29,-0.45,0.13
4,1714733005391,-1.24,-6.40,7.78,0.27,-0.12,0.04
4,1714733005424,-3.23,-6.08,7.38,0.27,-0.11,-0.00
4,1714733005457,-2.83,-6.47,7.79,0.35,-0.29,-0.04
4,1714733005490,-1.99,-6.31,7.55,0.46,0.25,-0.03
5,1714733008531,-4.80,-4.98,9.89,-0.12,-0.32,-0.03
5,1714733008565,-3.75,-5.65,11.40,-0.16,-0.66,0.23
5,1714733008598,-4.39,-6.80,13.41,0.07,-0.36,0.29
5,1714733008632,-6.32,-7.71,14.19,0.87,-0.07,0.56
5,1714733008665,-7.20,-7.30,17.14,1.88,-0.35,1.11
5,1714733008698,-6.19,-7.72,17.17,2.56,-0.67,1.23
5,1714733008731,-7.65,-6.77,16.40,3.07,-0.77,1.31
5,1714733008764,-9.15,-7.25,16.02,3.54,-1.19,1.71
5,1714733008797,-8.09,-6.16,14.24,4.31,-1.81,1.97
5,1714733008831,-6.16,-5.67,11.56,4.37,-2.18,2.09
5,1714733008864,-4.95,-4.16,9.18,4.37,-1.99,2.18
5,1714733008897,-4.37,-3.65,7.34,4.37,-1.79,2.42
5,1714733008930,-0.97,-1.88,4.61,4.37,-1.20,2.39
5,1714733008964,-1.27,-1.44,2.99,4.37,-1.07,2.27
5,1714733008997,0.09,-0.10,1.47,3.92,-1.38,2.24
5,1714733009030,1.31,0.95,0.71,3.23,-1.40,2.04
5,1714733009062,4.19,2.67,0.19,2.62,-1.13,1.79
5,1714733009095,5.14,3.91,0.49,2.03,-0.72,1.52
5,1714733009128,5.61,5.84,0.63,1.36,-0.54,1.08
5,1714733009162,6.51,6.67,0.65,0.81,-0.33,0.61
5,1714733009194,6.42,6.95,0.99,0.40,-0.17,0.21
5,1714733009226,7.09,7.14,0.56,0.08,0.02,-0.19
5,1714733009258,6.28,7.13,0.91,-0.35,0.41,-0.60
5,1714733009291,5.23,6.68,2.32,-0.73,0.10,-0.89
5,1714733009323,4.87,6.38,2.37,-0.83,0.30,-1.09
5,1714733009356,4.72,6.41,2.17,-1.06,0.82,-1.38
5,1714733009390,3.13,5.77,2.98,-1.43,0.83,-1.64
5,1714733009422,2.83,5.29,2.59,-1.70,1.16,-1.78
5,1714733009455,1.65,4.16,3.77,-2.03,1.47,-1.95
5,1714733009488,0.94,2.85,4.36,-2.42,1.49,-2.23
5,1714733009521,-1.29,2.57,5.71,-2.65,1.51,-2.31
5,1714733009554,-2.49,1.35,7.27,-3.01,0.94,-2.25
5,1714733009587,-3.05,0.10,7.95,-2.98,1.05,-2.27
5,1714733009620,-5.72,-0.31,10.38,-2.97,0.80,-2.01
5,1714733009655,-4.52,-0.90,11.37,-2.99,0.30,-1.83
5,1714733009688,-5.02,-1.64,10.48,-2.77,0.95,-1.85
5,1714733009720,-7.23,-2.07,12.05,-2.81,0.41,-1.48
5,1714733009752,-5.04,-3.03,11.56,-2.60,0.02,-1.24
5,1714733009785,-4.24,-3.07,11.65,-2.47,0.48,-1.14
5,1714733009819,-5.03,-3.49,12.10,-2.35,0.18,-1.05
5,1714733009853,-4.15,-4.47,10.54,-1.92,0.19,-0.91
5,1714733009885,-3.29,-4.66,11.12,-1.96,0.39,-0.76
5,1714733009917,-3.38,-4.74,11.44,-1.89,1.04,-0.83
5,1714733009950,-6.34,-6.10,11.03,-1.50,0.42,-0.70
5,1714733009984,-3.85,-6.31,12.05,-1.47,-0.24,-0.38
5,1714733010017,-2.91,-6.80,12.30,-1.03,0.37,-0.43
5,1714733010050,-5.41,-6.82,11.20,-0.46,0.45,-0.39
5,1714733010083,-4.84,-6.97,11.54,0.08,0.41,-0.05
5,1714733010115,-5.23,-6.04,12.81,0.67,1.03,0.10
5,1714733010149,-5.60,-5.49,10.30,0.43,-0.57,0.10
5,1714733010180,-4.68,-5.23,8.13,0.24,-0.75,0.31
5,1714733010212,-3.45,-5.09,7.70,0.21,-0.68,0.43
5,1714733010246,-2.29,-5.10,7.18,0.23,-0.56,0.29
5,1714733010280,-1.60,-5.10,7.10,0.07,-0.44,0.11
5,1714733010313,-1.53,-5.69,7.64,0.02,-0.02,-0.03
5,1714733010347,-2.67,-5.95,7.95,0.02,0.15,-0.10
5,1714733010380,-3.51,-6.03,8.38,0.15,0.07,-0.06
5,1714733010413,-3.42,-5.77,8.45,0.25,0.14,0.02
5,1714733010446,-3.21,-5.85,8.21,0.27,0.01,0.04
5,1714733010478,-2.88,-5.75,8.00,0.33,0.05,0.01
5,1714733010512,-3.00,-5.56,7.99,0.30,0.16,-0.01
5,1714733010545,-3.06,-5.82,8.31,0.20,0.04,-0.03
5,1714733010578,-3.20,-5.63,8.23,0.21,0.08,-0.03
5,1714733010611,-3.26,-5.39,8.00,0.20,0.06,-0.03
6,1714733013647,-1.86,1.07,5.49,4.00,-1.66,2.05
6,1714733013680,2.27,2.05,2.98,3.67,-1.69,2.01
6,1714733013713,2.80,3.26,1.92,3.20,-1.27,1.77
6,1714733013746,2.63,4.57,1.56,2.64,-1.07,1.59
6,1714733013779,4.33,4.69,1.02,2.23,-0.96,1.46
6,1714733013812,5.57,5.49,0.34,1.86,-0.65,1.27
6,1714733013845,5.11,6.21,0.49,1.41,-0.30,0.97
6,1714733013879,6.40,6.19,0.22,0.98,-0.28,0.76
6,1714733013911,6.63,6.57,0.61,0.63,-0.14,0.48
6,1714733013945,6.93,7.04,0.49,0.39,0.14,0.16
6,1714733013978,6.19,7.41,1.16,0.12,0.20,-0.05
6,1714733014011,5.83,7.99,2.57,0.04,0.19,-0.14
6,1714733014044,5.67,8.26,3.40,0.03,0.23,-0.21
6,1714733014077,5.16,8.37,4.15,0.05,0.27,-0.29
6,1714733014109,4.91,8.56,4.51,0.12,0.16,-0.25
6,1714733014142,4.62,8.67,4.64,0.20,0.08,-0.17
6,1714733014175,4.51,8.73,4.27,0.19,0.18,-0.13
6,1714733014207,4.60,8.56,4.16,0.17,0.16,-0.07
6,1714733014240,5.07,8.42,4.04,0.17,0.11,-0.04
6,1714733014273,4.41,8.46,4.33,0.13,0.11,-0.05
6,1714733014306,4.51,8.17,4.30,0.15,0.12,-0.00
6,1714733014339,4.24,8.13,4.27,0.17,0.08,0.02
6,1714733014371,4.63,8.14,4.21,0.19,0.03,0.03
6,1714733014404,4.94,7.95,3.88,0.18,0.10,-0.02
6,1714733014437,4.64,8.06,4.08,0.18,0.08,-0.05
6,1714733014470,4.59,8.10,4.15,0.18,0.03,-0.04
6,1714733014503,4.75,8.28,4.05,0.17,0.05,-0.04
6,1714733014536,4.68,8.21,4.16,0.16,0.15,-0.08
6,1714733014568,4.86,7.97,4.17,0.19,0.14,-0.07
6,1714733014600,4.82,7.93,3.68,0.14,0.08,-0.10
6,1714733014632,4.92,7.87,3.73,0.05,0.09,-0.16
6,1714733014666,5.02,7.70,3.55,0.01,0.22,-0.24
6,1714733014699,4.81,7.39,2.67,-0.02,0.36,-0.34
6,1714733014732,4.91,6.98,1.89,-0.21,0.47,-0.49
6,1714733014765,5.74,5.85,0.68,-0.54,0.69,-0.80
6,1714733014797,5.13,5.68,-0.47,-0.90,1.37,-1.19
6,1714733014830,3.41,5.26,1.54,-1.50,1.24,-1.43
6,1714733014863,3.61,3.93,2.70,-1.79,1.12,-1.69
6,1714733014897,2.58,4.56,2.26,-1.93,2.03,-1.97
6,1714733014930,0.16,4.22,4.89,-2.41,1.64,-2.06
6,1714733014963,1.56,2.73,5.55,-2.54,1.32,-2.24
6,1714733014996,-0.57,2.66,6.54,-2.64,2.04,-2.44
6,1714733015028,-3.05,1.84,8.51,-2.98,1.30,-2.45
6,1714733015060,-3.07,0.24,8.32,-2.93,1.24,-2.52
6,1714733015093,-7.11,1.07,11.20,-3.23,1.48,-2.23
6,1714733015127,-5.45,-0.62,10.52,-4.07,-0.36,-2.11
6,1714733015160,-5.27,-2.79,10.52,-3.22,0.66,-2.14
6,1714733015192,-8.25,-1.91,14.62,-3.38,0.19,-1.31
6,1714733015224,-3.92,-3.53,14.81,-3.44,-0.26,-1.19
6,1714733015257,-6.47,-4.85,12.81,-2.85,1.26,-1.41
6,1714733015290,-9.15,-5.05,9.66,-1.27,2.04,-0.50
6,1714733015324,-9.97,-3.64,11.66,-0.94,1.94,0.78
6,1714733015356,-7.93,-3.98,12.17,-1.14,0.69,0.54
6,1714733015389,-4.32,-4.66,10.41,-0.25,0.14,0.11
6,1714733015423,-4.27,-2.50,10.16,-0.08,0.44,0.21
6,1714733015455,-4.70,-3.31,9.77,-0.34,0.51,0.34
6,1714733015489,-4.02,-4.10,9.11,-0.19,0.13,0.15
6,1714733015521,-3.45,-3.85,9.53,-0.15,0.04,0.05
6,1714733015555,-3.39,-3.81,8.57,-0.22,0.33,-0.01
6,1714733015587,-6.02,-4.03,8.15,-0.21,0.34,-0.08
6,1714733015620,-1.58,-6.23,10.46,0.71,-0.34,-0.18
6,1714733015653,-5.95,-5.09,11.18,0.76,0.89,0.13
6,1714733015686,-6.14,-3.83,9.08,0.39,0.28,-0.05
6,1714733015718,-5.43,-4.00,8.13,0.24,0.03,0.01
7,1714733018770,-5.51,-3.79,7.73,0.17,-0.01,-0.04
7,1714733018803,-5.45,-3.86,7.74,0.15,-0.02,-0.04
7,1714733018836,-5.55,-3.75,7.83,0.11,0.03,-0.04
7,1714733018869,-5.36,-3.85,8.31,-0.07,-0.06,-0.04
7,1714733018902,-4.97,-4.08,9.01,-0.20,0.01,-0.09
7,1714733018935,-6.05,-3.42,9.88,-0.44,-0.11,-0.22
7,1714733018969,-7.46,-3.98,11.72,-0.75,-0.61,-0.07
7,1714733019002,-7.16,-4.90,13.77,-0.58,-0.77,0.13
7,1714733019034,-7.73,-7.07,17.15,0.34,-1.89,0.32
7,1714733019068,-7.04,-7.36,17.20,1.26,-1.46,0.58
7,1714733019101,-7.84,-6.45,16.67,1.98,-1.34,0.77
7,1714733019135,-9.14,-6.86,16.62,2.38,-1.90,0.92
7,1714733019168,-8.56,-7.23,14.14,3.09,-2.65,1.00
7,1714733019202,-8.17,-6.03,12.76,3.47,-2.76,1.05
7,1714733019234,-9.12,-7.14,12.79,4.20,-3.20,1.16
